event_id,date,campaign_id,channel,campaign_type,country,impressions,clicks,leads,conversions,cost,revenue,customer_id,estimated_CLV
178a5108-ce2c-46a1-92be-4a375ff9a993,2024-03-25,cmp_729,Display,Brand,US,5090,42,0,0,9.38,0.0,,868.99
f8e36109-940c-4163-b6d9-79694eaa3bca,2025-06-25,cmp_951,Paid Search,Acquisition,US,5090,328,56,23,388.67,3919.95,95e74682-3442-4700-951d-def613a5acfd,482.11
4cafa66f-a396-4971-b705-349fad7f7cdd,2024-08-25,cmp_804,Social,Acquisition,GB,5046,129,8,1,73.59,85.21,3758d00f-1abf-4fb5-893a-e7e5a5d1727a,504.35
6ab99a5e-2480-4c68-9271-87b6dac14c45,2024-06-13,cmp_498,Email,Acquisition,US,5185,282,18,3,44.0,373.75,44f6b8c2-dcf4-45ac-bb53-5a432ba1ee8a,1894.45
eae11bd7-f12c-4585-a696-95938e09c5fe,2024-01-31,cmp_445,Paid Search,Acquisition,US,5031,268,31,10,403.32,1741.82,84c30f27-fed6-47f6-9367-a0fa793e7f59,368.24
f7d8c9de-3a29-44f9-9b6e-3299c670234f,2024-01-31,cmp_294,Paid Search,Acquisition,IN,5135,409,52,25,516.75,250.02,03e18b19-adf7-43b6-9716-730a2cd28656,56.9
18b16163-4f3f-46ca-89f0-fdaf5983a5b8,2024-01-11,cmp_267,Paid Search,Acquisition,DE,5036,209,22,6,198.68,676.11,d915d722-ffa3-4911-a47f-b7129ae4da9b,1631.97
f3d74bb2-d528-42d4-b315-6713e332edb5,2024-12-28,cmp_476,Social,Acquisition,US,4968,160,10,0,67.35,0.0,,591.73
b3f12d0f-8c03-409d-88a7-89038d9626ae,2024-06-14,cmp_588,Paid Search,Retention,US,4985,285,33,9,377.7,523.43,da236eb4-a77c-43e3-9767-b27cc80b5c9c,996.42
f4d3d576-3176-47e5-9e1a-7502b2e04721,2024-08-09,cmp_850,Organic,Acquisition,DE,4990,388,79,28,19.75,3419.68,70a0ece3-bc8e-4dd8-b65d-62dd49983f32,1394.27
2e03deb2-4e86-4e3b-845d-4603682ad115,2024-01-04,cmp_461,Social,Brand,GB,5081,131,12,4,74.02,108.2,05c3fa21-99a9-4bda-a189-9d8c13cb11c9,174.63
4cbbe57c-ba9d-4086-8cfe-4518c90d7b74,2025-09-22,cmp_581,Social,Acquisition,IN,5097,157,13,0,99.29,0.0,,471.07
182181c8-9fd9-4abf-b400-e5dac67e26de,2024-11-17,cmp_343,Display,Acquisition,IN,4982,32,0,0,6.91,0.0,,307.49
4cee61e3-c159-43ab-920a-b36a40bfcf99,2024-02-12,cmp_680,Email,Acquisition,GB,4993,237,37,9,38.67,968.7,ceeb26b7-f64f-4f85-9ff8-54a0e0e1e0ce,272.86
dba5b646-decc-40de-b546-6f78101e36f8,2024-02-06,cmp_706,Social,Brand,US,5036,86,3,1,21.88,22.75,359c7ba4-d689-45b1-bb41-e2984413e658,119.43
62e0aa2d-800f-46cd-9049-b89819f375fb,2024-02-06,cmp_688,Email,Retention,US,5055,288,34,10,53.96,564.6,10ec2080-2229-4346-89ec-f595f0737ba7,269.52
06bb773f-7869-4267-9cb4-c5f80f199857,2024-03-06,cmp_270,Social,Acquisition,FR,4950,101,4,1,64.74,175.88,cc692949-0ab0-438a-8e25-08d11c81f9bb,172.74
197eec74-4464-4822-a642-3138dd5f067c,2024-05-13,cmp_612,Social,Acquisition,AU,5022,46,3,0,24.72,0.0,,1382.76
63b9e23a-e944-411a-950c-7c2b45cbf5f0,2024-04-11,cmp_505,Email,Promo,GB,4942,286,36,14,46.55,576.73,8bb60574-eb22-40ca-a84b-f472d956ff04,123.36
afd98b99-c956-44e7-844e-12554f9d83d1,2024-03-02,cmp_673,Affiliate,Brand,AU,4942,212,23,0,39.04,0.0,,819.13
a4c8850a-7ccd-4c13-8e30-9b1aa9be30aa,2024-06-19,cmp_306,Paid Search,Acquisition,GB,5040,205,13,8,227.54,928.84,8467c615-af0c-42ad-99e8-0a697b96740a,625.34
b8af7637-3de2-4e5e-aaf8-c58523d668ef,2024-01-28,cmp_253,Paid Search,Retention,GB,5152,338,30,3,556.08,156.19,a6745df4-dc4c-4e72-967e-5efa9a8428ff,253.3
6cfda430-921d-47a0-9379-1efdb930baa2,2024-03-03,cmp_885,Social,Acquisition,US,5015,99,6,1,48.96,98.46,c29f844a-edf0-45f6-b6c4-227b9bbdb752,656.11
c426bd4a-775d-4da9-a8d6-74fded6570b0,2024-03-23,cmp_147,Paid Search,Acquisition,US,4905,278,24,8,342.87,952.19,9c522723-aa1a-493e-9649-de781a1d16d5,458.09
6f187ef3-a748-4f4c-b753-7112b9c615f3,2024-04-19,cmp_748,Social,Brand,US,4876,79,3,0,19.63,0.0,,1146.63
4cd3a682-3489-41ac-8cdd-750a69297234,2024-10-03,cmp_100,Display,Brand,CA,5064,11,0,0,2.72,0.0,,561.82
1ee0c8cd-3585-4424-80e4-283f8f780c0f,2024-02-10,cmp_846,Affiliate,Acquisition,US,4885,164,8,0,67.96,0.0,,341.09
dd576ff6-93f1-48dc-98d1-21334739f9e9,2024-05-09,cmp_867,Paid Search,Brand,CA,5068,369,36,9,383.44,387.48,bde186eb-3af8-4dbf-8048-54c33c62987a,483.78
dcdcc95c-670d-4107-965c-ad41e3a931ce,2024-06-10,cmp_506,Paid Search,Retention,IN,5118,334,30,12,367.23,698.38,91983b26-7dcd-4017-9e3a-e84f4f654959,229.26
acb367db-f528-42f7-8845-d203db5984b7,2024-01-09,cmp_206,Display,Acquisition,GB,5010,22,0,0,6.09,0.0,,832.79
0538d1dd-fe7e-4a45-a22a-18d919a92e3a,2024-06-17,cmp_272,Paid Search,Acquisition,US,4965,263,32,11,208.05,297.93,ca1b2d37-49dc-4e8d-9de7-6f2984fc922d,53.94
70049558-b250-490a-89e6-87449f1610a7,2024-02-03,cmp_605,Email,Acquisition,US,4974,241,21,2,41.6,114.98,ffddb878-bee9-4a42-a211-b4f4ea702dfe,290.73
add68d5d-3a18-4fe4-a7f1-4676caf3d631,2024-01-13,cmp_229,Email,Acquisition,US,5075,281,24,6,47.85,894.97,01f34c96-3030-4d1d-bbb4-414870110066,325.02
75883b7e-7388-4e97-8f96-2b4c45ee373e,2025-06-19,cmp_497,Organic,Retention,IN,4962,399,42,23,18.24,632.78,b0c1a051-6959-4e0e-832a-81de135678f3,50.48
3a18a4dd-1873-44fe-b767-4d7e311e62ca,2025-08-29,cmp_393,Social,Acquisition,CA,5029,79,6,0,39.66,0.0,,512.58
61cd1df1-4ecd-4cdd-b37f-98a9e4f2373b,2024-10-24,cmp_651,Affiliate,Acquisition,US,5036,186,23,4,88.85,625.88,4c640bb4-b45f-47c5-b1a0-dfacf11c5da8,315.73
dc7e6fce-f18d-492e-ab38-a841b3a08ff1,2024-03-06,cmp_546,Social,Brand,US,4990,127,8,0,71.63,0.0,,937.98
d6b98b52-876b-4516-a7c0-0c5271870455,2024-01-19,cmp_949,Social,Promo,DE,5066,122,4,1,74.75,67.33,5c8672ce-2ec3-44e6-b906-88b73adbcc85,430.19
3ecf270b-31f7-4ffb-9ab9-f043bd04ead1,2024-07-26,cmp_115,Paid Search,Retention,US,5057,399,11,2,336.64,169.06,c63bf85e-1071-47fa-ae58-518c822b8033,577.31
6a039cba-dd16-45ce-98b8-4b019c622597,2024-04-14,cmp_738,Email,Retention,US,4994,187,23,5,38.58,370.03,ea39f4e9-3ded-4a07-9fcd-58ccade169de,391.42
dbee0747-11a8-4b60-8657-ebeb6aab06a3,2024-01-24,cmp_984,Display,Brand,US,5017,37,0,0,5.63,0.0,,54.58
d70b7025-3a49-4f36-bf2b-b481507d2e18,2024-05-03,cmp_448,Display,Retention,US,5116,33,0,0,7.71,0.0,,895.6
97593ea4-03e6-4893-818d-ed2fe565f061,2024-01-07,cmp_302,Paid Search,Acquisition,US,5148,275,33,5,371.07,569.07,7f5bfecd-aa1a-4a25-a2f6-4398ab2974f5,1827.67
1bc2a1ee-6cf0-4bfe-8430-114473c4fd9e,2025-03-08,cmp_233,Paid Search,Acquisition,CA,4929,303,39,8,455.83,1090.35,23684c9e-ab4a-4e0b-8ee9-ad176e30fb92,2026.79
c3f9672b-8c5f-4a3c-b6aa-f9ee4c37ec36,2024-02-23,cmp_870,Email,Retention,US,4981,335,31,10,47.72,588.2,a62cd604-5089-48a0-b7a7-7ba4c7306eda,1171.1
d907b7da-2396-4dac-8079-c94f617652fb,2024-07-14,cmp_625,Social,Acquisition,US,5095,116,15,2,71.86,224.81,04963edb-d15c-4b16-b220-ae3041e715cc,748.65
6fa5cd6d-b37e-4bd5-a941-2d71cd7eb142,2024-03-08,cmp_607,Email,Acquisition,US,5014,269,37,7,41.56,850.81,0cac06fa-080f-47c7-a7cb-79850a6903ef,887.86
486856cc-ebf4-4591-ba1d-a45006710d79,2024-05-12,cmp_165,Social,Brand,GB,4926,52,3,0,31.69,0.0,,269.24
9c7c5b4a-2fef-4965-9719-e5dcd6275f79,2024-05-22,cmp_579,Organic,Acquisition,US,5044,317,44,18,13.41,1253.12,25781767-5280-454a-ba5e-10ed57b62042,100.04
711e23d3-bf1c-4749-bc5c-571a4232d485,2024-02-06,cmp_962,Paid Search,Acquisition,US,5051,179,14,4,228.86,401.37,2915d360-cd45-49fb-a78c-ddce003e11be,189.5
dbb8bf69-a391-4fcc-9f68-0ec5e78730cc,2025-09-20,cmp_558,Display,Acquisition,US,4963,23,0,0,5.59,0.0,,510.44
421a57fb-ed8d-44d4-8402-9ddde58d051f,2024-09-25,cmp_441,Paid Search,Acquisition,DE,5061,331,38,17,173.99,3023.04,9c5763bf-c1c2-4f7f-97c1-c8dfbdef2bab,156.3
cd2df28c-e45a-4708-9404-eff421ddbfae,2025-05-19,cmp_806,Social,Brand,IN,4922,99,8,1,54.4,43.58,351002b2-1236-4bdf-bb69-b868addfbdfd,169.75
94840b0d-a80c-4e16-8815-704b33ff9de5,2025-02-09,cmp_725,Paid Search,Retention,IN,5037,447,46,11,373.0,908.07,da8402ca-86c2-4243-8121-a6f5320de0ad,1510.27
9a03adfd-9769-4e93-b3eb-2260e0d2311a,2024-06-12,cmp_258,Display,Brand,AU,4987,21,0,0,4.55,0.0,,421.9
df258ec4-92fe-49a7-85a5-93bec2be31d6,2025-04-03,cmp_260,Email,Acquisition,CA,5075,260,25,7,29.04,620.36,c0c663ee-217f-4263-bb8e-5fdb3db0588e,1286.63
f46d64ab-d474-4e59-9fc3-50c965774643,2024-01-17,cmp_353,Affiliate,Retention,AU,5087,155,5,0,51.54,0.0,,740.82
e091809b-1840-4d41-8fec-489c284780f7,2024-02-09,cmp_996,Paid Search,Retention,FR,4997,248,23,6,380.93,195.31,1b63b5e1-4eef-47df-b94f-0950e4037fb3,313.96
f1ae0444-4489-4957-9098-f0e23fe0039a,2024-01-09,cmp_626,Email,Acquisition,FR,5078,204,18,3,35.68,502.47,4b582385-2fa5-4f65-9ae3-71ffd4e3a431,231.81
e1319aef-a49c-4e97-9e68-bd542ddcb68d,2024-03-11,cmp_648,Paid Search,Acquisition,US,4912,427,44,5,430.76,686.0,bf1134ea-3506-4ebb-a825-8f2e6dfaa676,1422.15
1e3b8e73-6b37-4262-a2aa-ec7f19cca376,2024-03-29,cmp_254,Social,Retention,CA,5005,72,5,2,38.11,150.26,a5b5e129-20d3-4bb7-9e6e-1c277810d21a,635.62
12a26898-217b-4e47-bc3e-492e38b05b9d,2024-02-26,cmp_585,Social,Promo,US,5044,114,7,1,55.55,68.4,e1d60c27-5ff0-4a2a-a226-cc45caf4a64b,119.34
5c6a54bf-4129-40ad-ba80-8b96be28e838,2024-11-13,cmp_531,Display,Brand,AU,5053,34,0,0,5.2,0.0,,2588.15
fd0487c6-c007-4214-8c9e-b8d32491a849,2024-03-20,cmp_126,Organic,Acquisition,AU,4960,309,25,9,7.65,1087.37,a2cd55b5-b783-4b32-be8b-6f2d608a4560,1575.28
f8bb304f-aa55-411a-8041-d2fac9e77044,2024-02-29,cmp_111,Display,Acquisition,FR,5014,23,1,0,8.34,0.0,,615.3
1635678d-df09-4cf0-99f9-f8db72220f81,2024-05-20,cmp_166,Affiliate,Retention,FR,5027,164,11,4,70.5,315.9,414037b9-527d-4209-97b7-d79747803675,767.27
1835226f-c73a-47a9-810e-141dbcd7462d,2024-01-28,cmp_641,Organic,Acquisition,US,4985,399,47,11,24.98,1406.52,b5ff5b1a-0ed2-4cb4-80f7-364bc69954f1,978.67
b28c8f9c-598f-468b-91cd-32434e05efbd,2024-10-18,cmp_195,Organic,Acquisition,IN,5030,455,33,13,16.2,1178.13,40e7593c-f0fa-4f17-a3a2-d4c96c077ee4,152.17
27c4a687-5a3d-46c4-af7f-4078d55acc29,2024-01-14,cmp_314,Email,Acquisition,IN,5040,280,28,11,53.1,1688.78,bdb53272-13d9-453d-ba1e-4d060e50cdd4,572.67
58ebd516-e71f-4a24-93c2-f32f85e6040d,2026-02-19,cmp_293,Social,Acquisition,IN,4950,98,9,2,34.39,225.24,7d17406f-70f3-4a2a-aefc-17761150bce2,317.24
87dd5430-80da-41ee-bbf7-47ae750ad097,2024-09-23,cmp_746,Email,Acquisition,GB,4984,316,32,11,58.49,1343.37,2c645c09-97fa-4b37-9534-a64b63cd20b1,299.75
c4127ffe-4d70-458d-80c5-93365140b58c,2024-02-09,cmp_389,Paid Search,Retention,GB,5052,344,47,19,337.8,1187.08,cfae469e-1b2e-48ff-8418-6c40fdaf6e17,313.32
bee92e37-9f09-4d22-bae9-8ebbbf8abace,2024-01-01,cmp_643,Organic,Promo,US,4904,267,35,6,16.29,251.26,2e733c64-8979-4b1e-903f-c1d305f8e0c4,143.63
eb738456-5580-431c-95f7-66856c0aac2f,2024-10-31,cmp_984,Social,Acquisition,US,4998,123,5,0,38.31,0.0,,600.39
d87ca262-84a7-4ea1-91d7-e77c4ba12428,2024-08-08,cmp_138,Paid Search,Acquisition,US,5014,274,31,9,269.58,1529.76,8b442067-f135-4762-bf9f-32acd45e89d6,912.48
bffe1dad-2968-44a6-93a5-9f0f6c6c0c36,2024-08-23,cmp_963,Paid Search,Retention,US,5075,418,65,17,511.21,1087.25,a341fee2-7d70-4f6d-8e58-ad6c64440aa0,448.89
9fff7937-1134-4d1e-810a-a4beda7c1667,2024-09-22,cmp_305,Email,Acquisition,IN,5020,272,28,8,45.33,855.9,e49785eb-b8b7-4662-bea5-da83db4e070e,1093.97
fa068983-c3d1-4f66-afeb-470d1cde7e36,2024-01-14,cmp_998,Social,Promo,CA,5063,110,8,2,34.88,31.0,afecc9a4-3752-4507-bd21-d0dd88455497,107.44
f3dae808-d7af-4f28-aff9-3a45f24227fc,2024-03-20,cmp_654,Paid Search,Acquisition,IN,4997,258,17,8,316.48,1015.69,ab45580f-3df1-464f-aa2c-8c0cf7cbac9b,287.4
9815d91a-aa48-4586-b323-da1f45d19fc3,2024-01-23,cmp_583,Social,Promo,US,4863,85,3,0,42.89,0.0,,768.02
ff636664-69cb-4ac4-bb65-818ed562cccc,2024-12-23,cmp_436,Paid Search,Acquisition,US,4946,270,42,14,364.49,2067.49,59746251-621c-461a-9b92-b8c85775ba9f,1342.63
a164cb3a-c727-4435-aef3-38ef94b6bd04,2024-06-24,cmp_595,Paid Search,Brand,US,4923,308,26,13,317.57,404.69,86b45457-7057-4cbf-92d5-cc4e0ba7d7ae,288.04
8d533427-0a87-495f-9212-df4e47eb0594,2024-03-13,cmp_870,Paid Search,Retention,US,4927,197,16,2,183.16,197.3,021e312d-b64a-4dc8-b4c9-8600cf58d77d,1221.87
a25e39e5-1bf1-4d4a-9a01-22b69e018cfe,2024-01-12,cmp_348,Email,Promo,IN,4970,266,24,7,44.03,305.03,3cefd44a-ef1e-4801-ba94-0c18e4eaf9af,49.87
cf0891aa-473b-41ca-ab5d-e5cd6f054299,2024-03-08,cmp_173,Paid Search,Retention,GB,4920,273,19,10,330.75,1064.81,eacd0695-50ed-4f1a-8f25-33310e0e5bb6,145.96
595b005f-a5db-49c9-9500-8b792d4d9d08,2024-03-11,cmp_472,Email,Retention,US,4885,272,17,6,40.85,449.35,e0c366dc-3d3a-457f-a695-c4dee055a1f6,1174.35
e3d4db0f-3378-49b2-9fb9-663c96540b71,2024-08-23,cmp_930,Organic,Retention,GB,5007,405,80,32,22.09,2322.33,dd39abd1-c722-4517-86fd-7b57d4f5b810,149.52
d87d0c33-5f2f-4fef-a1f8-1397e221deaf,2024-07-01,cmp_978,Social,Brand,IN,4900,115,5,1,60.64,35.24,82c90910-68ec-49e8-9072-5dfe17c8f0c4,504.05
56092306-a4cd-4362-bcf3-a23e7dddd3a2,2025-01-27,cmp_907,Affiliate,Brand,US,5074,208,12,2,76.63,35.59,f2027da1-1284-4358-aa65-2ce7bf6dc77e,364.49
495a37a4-daec-4d12-9295-fc236ec9826f,2024-04-25,cmp_885,Display,Acquisition,IN,4937,26,0,0,8.3,0.0,,395.01
e2f67be7-82b5-424f-999a-089ce181cfbe,2024-01-23,cmp_934,Display,Acquisition,CA,5012,17,1,0,2.7,0.0,,2571.04
6bde1fa8-cfc2-4a4b-8579-822878daf767,2024-08-12,cmp_970,Social,Acquisition,FR,5026,16,1,0,3.53,0.0,,1573.93
4caead48-c18a-4f88-8ef4-8c2231cfd029,2024-09-14,cmp_801,Social,Acquisition,GB,5048,152,5,2,84.19,263.27,0c98af96-02f8-41d8-9f4a-adf4114fb953,1399.5
847b1e9c-de14-4ee0-8c1e-08a6c1c29de6,2024-05-28,cmp_237,Social,Brand,US,4993,102,3,0,36.92,0.0,,749.4
2636211d-ef37-4f40-b70a-40984d800410,2024-09-22,cmp_556,Email,Acquisition,GB,5019,213,32,6,31.23,974.57,087e0432-2e17-4306-9f38-19f229a69a62,1033.47
fadc775d-6c81-42da-bd62-6ec50ffa0854,2024-05-02,cmp_913,Organic,Retention,US,4964,430,56,11,27.42,929.31,f74089e5-e801-4a47-8973-b796163aa9f3,132.88
d50c7f5b-1521-4550-bd61-1d45eeefb33b,2024-05-13,cmp_922,Social,Retention,FR,4968,56,3,0,38.01,0.0,,210.32
303439e1-d0f7-4693-b0f9-ee456b2bac2f,2024-04-10,cmp_942,Referral,Brand,CA,4977,278,31,9,8.09,94.95,48806c3a-1e71-4c64-9ba8-7671219fb9c3,85.61
35ecf1a4-bce4-414e-bf70-3eceaf9d8b26,2024-01-05,cmp_543,Display,Retention,US,5026,32,0,0,8.41,0.0,,248.26
f63be595-5478-4d15-a636-61ea2d597ae5,2024-01-21,cmp_452,Email,Acquisition,US,5061,231,43,6,40.12,110.38,642f8aa2-d8b4-44a6-9e30-156f3f260f65,210.94
1ce82452-35b9-483e-978b-fec61aad6b3f,2024-01-06,cmp_893,Paid Search,Promo,IN,5024,454,49,7,459.99,253.87,59038233-d687-4709-a15b-36f686774d0c,518.36
b742a750-a84b-4576-9da6-74bd79e8f40a,2024-07-01,cmp_510,Social,Acquisition,FR,4963,117,6,0,34.03,0.0,,438.41
6d4be3fe-85e4-446f-b0f5-a20508a40f90,2024-03-08,cmp_777,Social,Brand,DE,4996,84,7,1,35.6,17.3,3e8ffb21-1287-488f-a9fe-ede42e75944f,103.69
8da9d8f2-9650-411a-beda-292cbadb3728,2024-05-07,cmp_889,Social,Acquisition,US,5012,96,7,1,40.78,158.43,09e82abb-35d1-4a60-83e0-a1f705347ef1,821.4
10eadd53-6d97-400c-a03d-27439b774f3c,2025-03-04,cmp_637,Organic,Acquisition,IN,4956,269,61,12,15.74,1343.55,43ee3faf-560c-48cf-801e-a6f97a2aa999,2108.46
784da9d6-f4e1-47c0-9236-68d366179f10,2024-02-21,cmp_552,Paid Search,Brand,US,4941,248,35,16,314.36,384.65,2904dbaa-734f-4d10-8ec9-381270c45c59,234.45
737ce283-47c8-4e1e-b5ed-b7b05f46863c,2024-04-05,cmp_518,Paid Search,Brand,US,5045,359,33,11,336.85,370.66,7080a3f7-6a4f-44a6-bb9c-4ed58aae55c2,396.34
d3b40e4e-d48b-4867-9d13-c8cf0cd06e02,2024-09-10,cmp_549,Social,Acquisition,US,4911,59,1,0,28.31,0.0,,1099.93
4bd64b09-c2d9-4c30-8e2a-4405d86c07f9,2024-02-16,cmp_684,Paid Search,Retention,IN,4975,329,32,11,348.65,686.13,778a11c6-9cfa-4689-825b-d38b616abe02,228.97
158f7129-c1c6-4b84-8dce-541c730d452f,2024-01-15,cmp_214,Social,Acquisition,GB,4990,131,2,1,71.76,237.14,a4ffa4f7-2df7-49ff-ab47-76693a090b07,3890.37
254edcd9-3ff0-4bd7-889c-0359614dc041,2024-03-02,cmp_150,Social,Acquisition,US,5018,164,5,1,81.81,126.22,3549a378-87ce-41ee-91f8-f338c40b8a9d,246.94
320a8353-211c-4321-8e9c-a5d1fd959382,2024-02-01,cmp_468,Social,Brand,CA,4925,92,4,1,53.11,43.13,35912d9f-9e7d-4ddd-b7f4-959cbebe6ee6,344.6
f509e7ac-0634-474c-adce-9d3a0c0c72a3,2025-04-22,cmp_782,Social,Brand,DE,4992,59,4,0,42.84,0.0,,353.51
56371d7a-30d1-4910-9ebd-25781d7ee23a,2024-10-24,cmp_879,Paid Search,Brand,GB,5054,238,25,7,179.06,277.7,ae1e4953-59f5-429d-be64-f717529c9c57,341.83
f01e8ff6-7a72-48e5-b7d4-91f3d6bedb9d,2024-06-29,cmp_614,Social,Retention,FR,5080,107,5,0,43.36,0.0,,1077.1
1f828633-bd5e-4276-8363-cafb7687d6a7,2025-01-04,cmp_309,Referral,Retention,GB,4914,203,33,10,3.95,336.28,8eb540c5-8b44-42db-872a-c5ab87f3bef0,445.65
f6feafdb-5cdb-4539-80ed-cfcba4091f9d,2024-10-20,cmp_987,Email,Acquisition,US,4964,183,23,6,26.48,586.71,118f4e6f-5643-43bf-abdf-ca1516237bad,118.36
4a787be4-48d0-4a55-88cd-37159db29c3d,2024-02-07,cmp_949,Paid Search,Acquisition,FR,4955,249,13,4,261.8,384.1,c4019638-e42f-43c0-8c25-fa79282e059f,1386.62
48998e45-df6b-4ef1-aa11-18c05570b18a,2025-02-05,cmp_912,Email,Acquisition,US,4900,189,21,4,31.32,522.87,edf31095-5080-489a-bf09-304cc3d3470e,505.64
